rank,token,total_count,document_frequency,percent_of_documents
5427,wsce,1,1,0.06
5428,piggyback,1,1,0.06
5429,authentictaion,1,1,0.06
5430,livelock,1,1,0.06
5431,yarn-servers-nodemanager,1,1,0.06
5432,menas,1,1,0.06
5433,mvn/pom,1,1,0.06
5434,container-preserving,1,1,0.06
5435,mr/hdfs,1,1,0.06
5436,streamline,1,1,0.06
5437,infra,1,1,0.06
5438,methodorvariablename-mappings-methodorvariablename,1,1,0.06
5439,user-specified,1,1,0.06
5440,methodorvariablename-mappings,1,1,0.06
5441,map_specifier,1,1,0.06
5442,source_attribute,1,1,0.06
5443,queuename,1,1,0.06
5444,volunteer,1,1,0.06
5445,insightful,1,1,0.06
5446,sys,1,1,0.06
5447,counterpart,1,1,0.06
5448,yarn-2080,1,1,0.06
5449,yarn-1707,1,1,0.06
5450,manageability,1,1,0.06
5451,unlikely,1,1,0.06
5452,imminent,1,1,0.06
5453,yarn-2247,1,1,0.06
5454,shelter,1,1,0.06
5455,jobtracker,1,1,0.06
5456,proved,1,1,0.06
5457,intrusive,1,1,0.06
5458,admin-controlled,1,1,0.06
5459,data-oriented,1,1,0.06
5460,middle,1,1,0.06
5461,putting/getting,1,1,0.06
5462,-9,1,1,0.06
5463,methodorvariablename-methodorvariablename-interval-ms,1,1,0.06
5464,one-node-per-host,1,1,0.06
5465,sutiation,1,1,0.06
5466,personally,1,1,0.06
5467,single-node,1,1,0.06
5468,a/b,1,1,0.06
5469,filepath/lib/hadoop-mapreduce/hadoop-mapreduce-filepath,1,1,0.06
5470,randomtextwriter,1,1,0.06
5471,-methodorvariablename=a,1,1,0.06
5472,-methodorvariablename=1,1,1,0.06
5473,dir1,1,1,0.06
5474,filepath/lib/hadoop-mapreduce/hadoop-mapreduce-client-jobclient-filepath,1,1,0.06
5475,-methodorvariablename=b,1,1,0.06
5476,-r,1,1,0.06
5477,-mt,1,1,0.06
5478,-rt,1,1,0.06
5479,hadoop-10771,1,1,0.06
5480,yarn-2290,1,1,0.06
5481,apart,1,1,0.06
5482,rolling-upgrade,1,1,0.06
5483,annotation,1,1,0.06
5484,corporate,1,1,0.06
5485,user-,1,1,0.06
5486,slider-81,1,1,0.06
5487,submisisons,1,1,0.06
5488,yarn-1972,1,1,0.06
5489,translates,1,1,0.06
5490,authorized,1,1,0.06
5491,inter-process,1,1,0.06
5492,interop,1,1,0.06
5493,libwinutils,1,1,0.06
5494,unpacks,1,1,0.06
5495,interfaces,1,1,0.06
5496,high-availablity,1,1,0.06
5497,high-availability,1,1,0.06
5498,looped,1,1,0.06
5499,suspend/resume,1,1,0.06
5500,multi-application,1,1,0.06
5501,lower-priority,1,1,0.06
5502,higher-priority,1,1,0.06
5503,solid,1,1,0.06
5504,in-line,1,1,0.06
5505,spray-gun,1,1,0.06
5506,withing,1,1,0.06
5507,nonhierarchical,1,1,0.06
5508,solves,1,1,0.06
5509,incompleteness,1,1,0.06
5510,ignores,1,1,0.06
5511,testminshareinhierarchicalqueues,1,1,0.06
5512,10x1gb,1,1,0.06
5513,eat,1,1,0.06
5514,allowed,1,1,0.06
5515,5x1gb,1,1,0.06
5516,sub11,1,1,0.06
5517,6x1gb,1,1,0.06
5518,globalpreemtion,1,1,0.06
5519,awkward,1,1,0.06
5520,sharerecalculation,1,1,0.06
5521,constructorin,1,1,0.06
5522,getter,1,1,0.06
5523,nowcurrent,1,1,0.06
5524,thequeues,1,1,0.06
5525,globalpreemption,1,1,0.06
5526,nutshell,1,1,0.06
5527,workas,1,1,0.06
5528,simpleclassname/maxsharespecifications,1,1,0.06
5529,testglobalpreemption,1,1,0.06
5530,depicts,1,1,0.06
5531,declaredmin,1,1,0.06
5532,enoughcontainers,1,1,0.06
5533,easy-to-read,1,1,0.06
5534,per-container,1,1,0.06
5535,granular,1,1,0.06
5536,isolation/scheduling,1,1,0.06
5537,spindle,1,1,0.06
5538,amipfilter,1,1,0.06
5539,re-issue,1,1,0.06
5540,unproxied,1,1,0.06
5541,/ws/,1,1,0.06
5542,cross-user,1,1,0.06
5543,leaf-queue,1,1,0.06
5544,cross-entity,1,1,0.06
5545,pollute,1,1,0.06
5546,quirks/issues,1,1,0.06
5547,text/plain,1,1,0.06
5548,1-2,1,1,0.06
5549,rename,1,1,0.06
5550,yarn-221,1,1,0.06
5551,decentralize,1,1,0.06
5552,compatable,1,1,0.06
5553,applicationcontainer,1,1,0.06
5554,hotspot,1,1,0.06
5555,end2end,1,1,0.06
5556,sever,1,1,0.06
5557,conduct,1,1,0.06
5558,6-node,1,1,0.06
5559,amicable,1,1,0.06
5560,yarn-1635,1,1,0.06
5561,verbs,1,1,0.06
5562,problem1-,1,1,0.06
5563,weight/fair,1,1,0.06
5564,tiny,1,1,0.06
5565,non-sibling,1,1,0.06
5566,hogging,1,1,0.06
5567,shareand,1,1,0.06
5568,simpleclassname=4,1,1,0.06
5569,methodorvariablename=5,1,1,0.06
5570,queueunder,1,1,0.06
5571,upto,1,1,0.06
5572,app-recovery,1,1,0.06
5573,mapreduce-5817,1,1,0.06
5574,rescheduled,1,1,0.06
5575,whereas,1,1,0.06
5576,deterministically,1,1,0.06
5577,versatile,1,1,0.06
5578,compliment,1,1,0.06
5579,equivalence,1,1,0.06
5580,endpoints,1,1,0.06
5581,multihomed,1,1,0.06
5582,ip-address,1,1,0.06
5583,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/view/filepath,1,1,0.06
5584,echo,1,1,0.06
5585,sanitize,1,1,0.06
5586,notoriously,1,1,0.06
5587,reservation-system,1,1,0.06
5588,delays,1,1,0.06
5589,lxc,1,1,0.06
5590,namespace/env,1,1,0.06
5591,yarn-1964,1,1,0.06
5592,largely,1,1,0.06
5593,heterogenous,1,1,0.06
5594,infrasturcture,1,1,0.06
5595,s4u,1,1,0.06
5596,overwrrides,1,1,0.06
5597,emthods,1,1,0.06
5598,createasuser,1,1,0.06
5599,winutil,1,1,0.06
5600,practical,1,1,0.06
5601,trial-and-error,1,1,0.06
5602,iron,1,1,0.06
5603,commonplace,1,1,0.06
5604,hadoop-8899,1,1,0.06
5605,yarn-316,1,1,0.06
5606,methodorvariablename-secure-container-methodorvariablename,1,1,0.06
5607,methodorvariablename-container-methodorvariablename,1,1,0.06
5608,yar-filepath,1,1,0.06
5609,speaker,1,1,0.06
5610,audience,1,1,0.06
5611,solely,1,1,0.06
5612,incloding,1,1,0.06
5613,platfrom,1,1,0.06
5614,non-daemon,1,1,0.06
5615,imho,1,1,0.06
5616,yarn-only,1,1,0.06
5617,fair-share,1,1,0.06
5618,comer,1,1,0.06
5619,close-to-be-finished,1,1,0.06
5620,nevertheless,1,1,0.06
5621,everybody,1,1,0.06
5622,relaxed,1,1,0.06
5623,already-allocated,1,1,0.06
5624,estimatedruntime,1,1,0.06
5625,game,1,1,0.06
5626,methods/operations,1,1,0.06
5627,adminservice,1,1,0.06
5628,precisely,1,1,0.06
5629,finer-grained,1,1,0.06
5630,institutional,1,1,0.06
5631,clienttoamtokenmasterkey,1,1,0.06
5632,responds,1,1,0.06
5633,logjam,1,1,0.06
5634,maxapplicationmastershare,1,1,0.06
5635,-name,1,1,0.06
5636,xargs,1,1,0.06
5637,wc,1,1,0.06
5638,-l,1,1,0.06
5639,"25,000",1,1,0.06
5640,loc,1,1,0.06
5641,int32,1,1,0.06
5642,implemention,1,1,0.06
5643,developpers,1,1,0.06
5644,genereate,1,1,0.06
5645,user-as-default,1,1,0.06
5646,non-user,1,1,0.06
5647,grouped,1,1,0.06
5648,responses,1,1,0.06
5649,unmanged,1,1,0.06
5650,yarn-953,1,1,0.06
5651,deliver,1,1,0.06
5652,localdirallocator,1,1,0.06
5653,mechamnism,1,1,0.06
5654,lastaccessed,1,1,0.06
5655,re-reservations,1,1,0.06
5656,anytime,1,1,0.06
5657,fullfill,1,1,0.06
5658,inbuilt,1,1,0.06
5659,-methodorvariablename,1,1,0.06
5660,visualize,1,1,0.06
5661,atomically,1,1,0.06
5662,per-entity,1,1,0.06
5663,finished,1,1,0.06
5664,pollable,1,1,0.06
5665,glinda,1,1,0.06
5666,follower,1,1,0.06
5667,propagates,1,1,0.06
5668,subdivide,1,1,0.06
5669,realizes,1,1,0.06
5670,instructing,1,1,0.06
5671,add/remove/resize,1,1,0.06
5672,yarn-1708,1,1,0.06
5673,contraints,1,1,0.06
5674,conceptually,1,1,0.06
5675,over-time,1,1,0.06
5676,time-bounded,1,1,0.06
5677,heavy-handed,1,1,0.06
5678,parcel,1,1,0.06
5679,instrumental,1,1,0.06
5680,==100,1,1,0.06
5681,submission/termination,1,1,0.06
5682,unblocks,1,1,0.06
5683,heavy-lifting,1,1,0.06
5684,thinner,1,1,0.06
5685,yarm,1,1,0.06
5686,impls,1,1,0.06
5687,store-facing,1,1,0.06
5688,obects,1,1,0.06
5689,containermanager,1,1,0.06
5690,running/succeeded/failed/killed,1,1,0.06
5691,application/completed,1,1,0.06
5692,container-reuse,1,1,0.06
5693,container-level,1,1,0.06
5694,error/exception,1,1,0.06
5695,application-induced,1,1,0.06
5696,unformattedtraceback,1,1,0.06
5697,out-of-proc,1,1,0.06
5698,auxiliaryservices,1,1,0.06
5699,overutilize,1,1,0.06
5700,-refreshqueue,1,1,0.06
5701,redistribute/rebalance,1,1,0.06
5702,fence,1,1,0.06
5703,rm-ensemble,1,1,0.06
5704,-this,1,1,0.06
5705,truth,1,1,0.06
5706,resilient,1,1,0.06
5707,statefull,1,1,0.06
5708,updatable,1,1,0.06
5709,transactional,1,1,0.06
5710,rdbms,1,1,0.06
5711,omega,1,1,0.06
5712,protocols,1,1,0.06
5713,container-management,1,1,0.06
5714,application/framework,1,1,0.06
5715,interpretation,1,1,0.06
5716,yarn-1449,1,1,0.06
5717,localresources,1,1,0.06
5718,localiceresource,1,1,0.06
5719,getlocalizationstate,1,1,0.06
5720,app-attempts,1,1,0.06
5721,attempt-level,1,1,0.06
5722,jobjar/libjar,1,1,0.06
5723,per-job,1,1,0.06
5724,jobjars,1,1,0.06
5725,libjars,1,1,0.06
5726,prevalent,1,1,0.06
5727,speak,1,1,0.06
5728,feasibility,1,1,0.06
5729,where-ever,1,1,0.06
5730,resource-management,1,1,0.06
5731,workload-management,1,1,0.06
5732,awesome,1,1,0.06
5733,blog,1,1,0.06
5734,notifies,1,1,0.06
5735,reporting,1,1,0.06
5736,systems/frameworks,1,1,0.06
5737,frameworks/systems,1,1,0.06
5738,governance,1,1,0.06
5739,llama,1,1,0.06
5740,collocated,1,1,0.06
5741,10y,1,1,0.06
5742,re-issuing,1,1,0.06
5743,undefined,1,1,0.06
5744,viceversa,1,1,0.06
5745,-planned,1,1,0.06
5746,unplanned,1,1,0.06
5747,-offline,1,1,0.06
5748,yarn-563,1,1,0.06
5749,fetching,1,1,0.06
5750,source-specific,1,1,0.06
5751,user-defined,1,1,0.06
5752,sqoop,1,1,0.06
5753,applicationclientprotocol,1,1,0.06
5754,yarn-891,1,1,0.06
5755,nodeaddedevent,1,1,0.06
5756,re-registers,1,1,0.06
5757,resyncing,1,1,0.06
5758,synced,1,1,0.06
5759,permanently,1,1,0.06
5760,rework,1,1,0.06
5761,-instead,1,1,0.06
5762,decompose,1,1,0.06
5763,classic,1,1,0.06
5764,reacquire,1,1,0.06
5765,recovered,1,1,0.06
5766,container-task,1,1,0.06
5767,app/task,1,1,0.06
5768,nuance,1,1,0.06
5769,randomize,1,1,0.06
5770,disruptive,1,1,0.06
5771,up-front,1,1,0.06
5772,weighted-randomly,1,1,0.06
5773,chosen,1,1,0.06
5774,yarn-1068,1,1,0.06
5775,ha-admin,1,1,0.06
5776,non-ha,1,1,0.06
5777,crashes/upgraded,1,1,0.06
5778,warm,1,1,0.06
5779,yarn-1010,1,1,0.06
5780,pre-ordered,1,1,0.06
5781,un-secure,1,1,0.06
5782,impersonate,1,1,0.06
5783,application-acls,1,1,0.06
5784,queue-acls,1,1,0.06
5785,interpreted,1,1,0.06
5786,classloaders,1,1,0.06
5787,loading,1,1,0.06
5788,strip,1,1,0.06
5789,forcefully,1,1,0.06
5790,rack-info-based,1,1,0.06
5791,done/needed,1,1,0.06
5792,silly,1,1,0.06
5793,event-based,1,1,0.06
5794,yarn-1021,1,1,0.06
5795,decouples,1,1,0.06
5796,rexec,1,1,0.06
5797,slowstart,1,1,0.06
5798,first-cut,1,1,0.06
5799,hostnames/ips,1,1,0.06
5800,include/exclude,1,1,0.06
5801,hdfs-based,1,1,0.06
5802,files/services,1,1,0.06
5803,persistent-data,1,1,0.06
5804,auxiliary-services,1,1,0.06
5805,yarn-1027,1,1,0.06
5806,perennially,1,1,0.06
5807,external-facing,1,1,0.06
5808,client/am/nm,1,1,0.06
5809,excess,1,1,0.06
5810,submitted/accepted/running,1,1,0.06
5811,standardization,1,1,0.06
5812,yarn-1080,1,1,0.06
5813,appications,1,1,0.06
5814,securely,1,1,0.06
5815,coordinate,1,1,0.06
5816,-so,1,1,0.06
5817,react,1,1,0.06
5818,applications-specific,1,1,0.06
5819,rotate,1,1,0.06
5820,overflow,1,1,0.06
5821,yarn-1024,1,1,0.06
5822,complain,1,1,0.06
5823,notation,1,1,0.06
5824,auxillary,1,1,0.06
5825,key=servicename,1,1,0.06
5826,value=servicedata,1,1,0.06
5827,sids,1,1,0.06
5828,sandboxed,1,1,0.06
5829,overly,1,1,0.06
5830,isolated,1,1,0.06
5831,winrt,1,1,0.06
5832,executables,1,1,0.06
5833,official,1,1,0.06
5834,bsd,1,1,0.06
5835,jail,1,1,0.06
5836,pre-windows,1,1,0.06
5837,setcbname,1,1,0.06
5838,process-level,1,1,0.06
5839,seassignprimarytokenname,1,1,0.06
5840,authority,1,1,0.06
5841,lsa,1,1,0.06
5842,load/create,1,1,0.06
5843,scoped,1,1,0.06
5844,non-domain,1,1,0.06
5845,acled,1,1,0.06
5846,mrappmaster,1,1,0.06
5847,25ms,1,1,0.06
5848,datanodes,1,1,0.06
5849,control/planner,1,1,0.06
5850,workflows,1,1,0.06
5851,moved/restarted,1,1,0.06
5852,repeatedly,1,1,0.06
5853,reconfiguring,1,1,0.06
5854,qualified,1,1,0.06
5855,non-qualified,1,1,0.06
5856,shall,1,1,0.06
5857,in-built,1,1,0.06
5858,conjunction,1,1,0.06
5859,rmproxy,1,1,0.06
5860,clients/services,1,1,0.06
5861,unambigiously,1,1,0.06
5862,unambiguously,1,1,0.06
5863,yvc,1,1,0.06
5864,equivalently,1,1,0.06
5865,versionnumber-versionnumber,1,1,0.06
5866,ghz,1,1,0.06
5867,opteron,1,1,0.06
5868,xeon,1,1,0.06
5869,fertile,1,1,0.06
5870,unfortunately,1,1,0.06
5871,large-enough,1,1,0.06
5872,invaluable,1,1,0.06
5873,researcher,1,1,0.06
5874,confidence,1,1,0.06
5875,there-by,1,1,0.06
5876,innovation,1,1,0.06
5877,exercise,1,1,0.06
5878,nm/ams,1,1,0.06
5879,analyzed,1,1,0.06
5880,understand/validate,1,1,0.06
5881,chart,1,1,0.06
5882,demo,1,1,0.06
5883,application-users,1,1,0.06
5884,app_1,1,1,0.06
5885,resourcelocalizationtypes,1,1,0.06
5886,yarnconfiguration,1,1,0.06
5887,local-dirs,1,1,0.06
5888,log-dirs,1,1,0.06
5889,packaging,1,1,0.06
5890,ivy,1,1,0.06
5891,versioning,1,1,0.06
5892,ambari,1,1,0.06
5893,cli/rest/jmx,1,1,0.06
5894,kept,1,1,0.06
5895,beside,1,1,0.06
5896,non-ip,1,1,0.06
5897,simpleclassname/serviceid,1,1,0.06
5898,yarn-945,1,1,0.06
5899,container/job-task,1,1,0.06
5900,requested/completed,1,1,0.06
5901,nm/rm,1,1,0.06
5902,avg/max,1,1,0.06
5903,file-system,1,1,0.06
5904,history-storage,1,1,0.06
5905,wildly,1,1,0.06
5906,quarter,1,1,0.06
5907,magnitude,1,1,0.06
5908,cpu-consumption,1,1,0.06
5909,fine-granularity,1,1,0.06
5910,cpu-heavy,1,1,0.06
5911,cpu-utilization,1,1,0.06
5912,oversubscribe,1,1,0.06
5913,arithmetic,1,1,0.06
5914,sidestep,1,1,0.06
5915,cpu-quantities,1,1,0.06
5916,decently,1,1,0.06
5917,versionnumber-beta,1,1,0.06
5918,yarn-744,1,1,0.06
5919,yarn-789,1,1,0.06
5920,container-resource-capability,1,1,0.06
5921,containermanagerprotcol,1,1,0.06
5922,multi-container,1,1,0.06
5923,historystorage,1,1,0.06
5924,filtering,1,1,0.06
5925,non-fault,1,1,0.06
5926,reschedule,1,1,0.06
5927,rerun,1,1,0.06
5928,-or,1,1,0.06
5929,bond,1,1,0.06
5930,-in,1,1,0.06
5931,bloat,1,1,0.06
5932,paginate,1,1,0.06
5933,starts,1,1,0.06
5934,privacy,1,1,0.06
5935,hadoop-9709,1,1,0.06
5936,throwable,1,1,0.06
5937,malicious,1,1,0.06
5938,non-ioexception,1,1,0.06
5939,api-based,1,1,0.06
5940,yarn-694,1,1,0.06
5941,checks/escape,1,1,0.06
5942,var,1,1,0.06
5943,escape/not,1,1,0.06
5944,contexts,1,1,0.06
5945,flavor,1,1,0.06
5946,1:4,1,1,0.06
5947,yarn/cgroups,1,1,0.06
5948,1/4th,1,1,0.06
5949,rfc,1,1,0.06
5950,versionnumber-alpha,1,1,0.06
5951,tested,1,1,0.06
5952,oddly,1,1,0.06
5953,cfsperiodus,1,1,0.06
5954,container1371141151815000301000003,1,1,0.06
5955,~300,1,1,0.06
5956,quote,1,1,0.06
5957,dev,1,1,0.06
5958,eight,1,1,0.06
5959,toggle,1,1,0.06
5960,cfsquotaus,1,1,0.06
5961,methodorvariablename-methodorvariablename-ceiling-enforcement,1,1,0.06
5962,simpleclassname-container-executor,1,1,0.06
5963,simpleclassname-ceiling-vcores,1,1,0.06
5964,capabilty,1,1,0.06
5965,yarn-689,1,1,0.06
5966,reposting,1,1,0.06
5967,co-existing,1,1,0.06
5968,vice-versa,1,1,0.06
5969,tab,1,1,0.06
5970,requested,1,1,0.06
5971,bump,1,1,0.06
5972,released/preempted,1,1,0.06
5973,10000d,1,1,0.06
5974,discretionary,1,1,0.06
5975,serivces,1,1,0.06
5976,whoever,1,1,0.06
5977,unsatisfied,1,1,0.06
5978,rack/any,1,1,0.06
5979,settle,1,1,0.06
5980,diff,1,1,0.06
5981,integrity,1,1,0.06
5982,token-related,1,1,0.06
5983,yarn-711,1,1,0.06
5984,simpleclassname/containertoken/delegationtoken,1,1,0.06
5985,nmtoken,1,1,0.06
5986,consolidated,1,1,0.06
5987,checkpointing,1,1,0.06
5988,wrapping/hiding,1,1,0.06
5989,/ws/v1/cluster/apps,1,1,0.06
5990,sub-set,1,1,0.06
5991,onwards,1,1,0.06
5992,yarn-617,1,1,0.06
5993,reissue,1,1,0.06
5994,mater,1,1,0.06
5995,-with,1,1,0.06
5996,control-c,1,1,0.06
5997,files/options,1,1,0.06
5998,localizing,1,1,0.06
5999,tokenidentifier,1,1,0.06
6000,yarn-422,1,1,0.06
6001,elsewhere,1,1,0.06
6002,approximate,1,1,0.06
6003,lend,1,1,0.06
6004,trample,1,1,0.06
6005,containertoken,1,1,0.06
6006,failing,1,1,0.06
6007,counted,1,1,0.06
6008,methodorvariablename-count-window-ms,1,1,0.06
6009,ago,1,1,0.06
6010,yarn-3,1,1,0.06
6011,yarn-326,1,1,0.06
6012,consequently,1,1,0.06
6013,organize,1,1,0.06
6014,min/max,1,1,0.06
6015,instantiation,1,1,0.06
6016,non-preserving,1,1,0.06
6017,clc,1,1,0.06
6018,can/has,1,1,0.06
6019,tension,1,1,0.06
6020,fast-pace,1,1,0.06
6021,reactive,1,1,0.06
6022,introspective,1,1,0.06
6023,opt,1,1,0.06
6024,hack,1,1,0.06
6025,delicate,1,1,0.06
6026,off-line,1,1,0.06
6027,de-reservations,1,1,0.06
6028,resource-based,1,1,0.06
6029,progressively,1,1,0.06
6030,macroscopic,1,1,0.06
6031,micromanage,1,1,0.06
6032,repair,1,1,0.06
6033,accounting,1,1,0.06
6034,selects,1,1,0.06
6035,chronological,1,1,0.06
6036,forcibly,1,1,0.06
6037,double-counting,1,1,0.06
6038,weighted,1,1,0.06
6039,observe-only,1,1,0.06
6040,deadzone,1,1,0.06
6041,integral,1,1,0.06
6042,control-theory,1,1,0.06
6043,lesson,1,1,0.06
6044,generality,1,1,0.06
6045,monitor-based,1,1,0.06
6046,io-balancing,1,1,0.06
6047,substitute,1,1,0.06
6048,preemption-by-killling,1,1,0.06
6049,investigated,1,1,0.06
6050,opposite,1,1,0.06
6051,stance,1,1,0.06
6052,task-killing,1,1,0.06
6053,rightful,1,1,0.06
6054,handy,1,1,0.06
6055,excludes,1,1,0.06
6056,unbounded,1,1,0.06
6057,commission,1,1,0.06
6058,thoughts/discussion,1,1,0.06
6059,postpone,1,1,0.06
6060,rip,1,1,0.06
6061,wel,1,1,0.06
6062,objects/classes,1,1,0.06
6063,stabilizes,1,1,0.06
6064,yarn-398,1,1,0.06
6065,unavailability,1,1,0.06
6066,perceive,1,1,0.06
6067,setreadable/writable/executable,1,1,0.06
6068,canread/write/execute,1,1,0.06
6069,hadoop-9413,1,1,0.06
6070,keepalive,1,1,0.06
6071,non-leaf,1,1,0.06
6072,fair-mem,1,1,0.06
6073,drf-cpu-mem,1,1,0.06
6074,drf-cpu-disk-mem,1,1,0.06
6075,sophistication,1,1,0.06
6076,enterprise-level,1,1,0.06
6077,error-prone,1,1,0.06
6078,time-sensitive,1,1,0.06
6079,continued,1,1,0.06
6080,headless,1,1,0.06
6081,detrimental,1,1,0.06
6082,manageable,1,1,0.06
6083,analogy,1,1,0.06
6084,buy,1,1,0.06
6085,project-level,1,1,0.06
6086,happily,1,1,0.06
6087,undecided,1,1,0.06
6088,users,1,1,0.06
6089,uses,1,1,0.06
6090,contaniers,1,1,0.06
6091,jstack-on-task-timeout,1,1,0.06
6092,mapreduce-1119,1,1,0.06
6093,non-clean,1,1,0.06
6094,complete/stabilize,1,1,0.06
6095,log-handling,1,1,0.06
6096,thats,1,1,0.06
6097,bytes,1,1,0.06
6098,prioritized,1,1,0.06
6099,cancellation,1,1,0.06
6100,unburden,1,1,0.06
6101,thereafter,1,1,0.06
6102,negotiates,1,1,0.06
6103,debugger,1,1,0.06
6104,unmanaged-ams,1,1,0.06
6105,mapreduce-4427,1,1,0.06
6106,umanaged,1,1,0.06
6107,diverse,1,1,0.06
6108,tedious,1,1,0.06
6109,productivity,1,1,0.06
6110,composable,1,1,0.06
6111,mb-seconds,1,1,0.06
6112,start-up,1,1,0.06
6113,indication,1,1,0.06
6114,asap,1,1,0.06
6115,applicationmaster,1,1,0.06
6116,resource-centric,1,1,0.06
6117,localtions,1,1,0.06
6118,rack-level,1,1,0.06
6119,handled,1,1,0.06
6120,conceivable,1,1,0.06
6121,lastly,1,1,0.06
6122,intelligent,1,1,0.06
6123,becaused,1,1,0.06
6124,intimately,1,1,0.06
6125,experimental,1,1,0.06
6126,testing,1,1,0.06
6127,queue-name,1,1,0.06
6128,drf,1,1,0.06
6129,avro,1,1,0.06
6130,application/version,1,1,0.06
6131,la,1,1,0.06
6132,completeness,1,1,0.06
6133,sake,1,1,0.06
6134,delta,1,1,0.06
6135,yarn-285,1,1,0.06
6136,following,1,1,0.06
6137,coexist,1,1,0.06
6138,virtualized,1,1,0.06
6139,classloader,1,1,0.06
6140,webapp-style,1,1,0.06
6141,mapreduce-1700,1,1,0.06
6142,renewal/cancelation,1,1,0.06
6143,logistics,1,1,0.06
6144,installs,1,1,0.06
6145,renew/cancel,1,1,0.06
6146,untenable,1,1,0.06
6147,methodorvariablename-am-resource-percent,1,1,0.06
6148,unmanagedamlauncher,1,1,0.06
6149,convey,1,1,0.06
6150,recourse,1,1,0.06
6151,resubmit,1,1,0.06
6152,yarn-91,1,1,0.06
6153,max-completed,1,1,0.06
6154,inappropriate,1,1,0.06
6155,confusion,1,1,0.06
6156,clientrmprotocol,1,1,0.06
6157,launching,1,1,0.06
6158,fs-based,1,1,0.06
6159,hadoop-8079,1,1,0.06
6160,filepath/meminfo,1,1,0.06
6161,filepath/cpuinfo,1,1,0.06
6162,avail,1,1,0.06
6163,non-mapreduce,1,1,0.06
6164,proof,1,1,0.06
6165,foundry,1,1,0.06
6166,re-direction,1,1,0.06
6167,non-work-preserving,1,1,0.06
6168,null-checking,1,1,0.06
6169,afterwards,1,1,0.06
6170,double-invocation,1,1,0.06
6171,out-of-lifecycle,1,1,0.06
6172,partially,1,1,0.06
6173,partway,1,1,0.06
6174,safely,1,1,0.06
6175,npe,1,1,0.06
6176,mapreduce-3431,1,1,0.06
6177,arises,1,1,0.06
6178,-yet,1,1,0.06
6179,mapreduce-3877,1,1,0.06
6180,hadoop-3128,1,1,0.06
6181,retrofit,1,1,0.06
6182,-something,1,1,0.06
6183,defend,1,1,0.06
6184,re-entrancy,1,1,0.06
6185,choreograph,1,1,0.06
6186,registered,1,1,0.06
6187,informed,1,1,0.06
6188,caught,1,1,0.06
6189,clause,1,1,0.06
6190,management/diagnostics,1,1,0.06
6191,human,1,1,0.06
6192,interruptibility,1,1,0.06
6193,register/unregister,1,1,0.06
6194,proliferation,1,1,0.06
6195,dfip,1,1,0.06
6196,disk-failures,1,1,0.06
6197,hurt,1,1,0.06
6198,heuristic,1,1,0.06
6199,yarn-29,1,1,0.06
6200,somehow,1,1,0.06
6201,unclean,1,1,0.06
6202,inoperable,1,1,0.06
6203,1d,1,1,0.06
6204,strike,1,1,0.06
6205,reclaimed-,1,1,0.06
6206,reserved-,1,1,0.06
6207,fluctuation,1,1,0.06
6208,simpleclassname-4584,1,1,0.06
6209,supplying,1,1,0.06
6210,mapreduce-3793,1,1,0.06
6211,list-apps,1,1,0.06
6212,nodes-report,1,1,0.06
6213,secret-keys,1,1,0.06
6214,rolled,1,1,0.06
6215,expired,1,1,0.06
6216,doled,1,1,0.06
6217,container-requests,1,1,0.06
6218,split/cleanup,1,1,0.06
6219,yarn-1,1,1,0.06
6220,use/extend,1,1,0.06
6221,4-layer,1,1,0.06
6222,nodegroup,1,1,0.06
6223,summarize,1,1,0.06
6224,four-layer,1,1,0.06
6225,data-,1,1,0.06
6226,anodegroup,1,1,0.06
6227,lounge,1,1,0.06
6228,summit,1,1,0.06
6229,hadoop-mapreduce,1,1,0.06
6230,hadoop-mapreduce-project,1,1,0.06
6231,hadoop-yarn-project,1,1,0.06
6232,subclassing,1,1,0.06
6233,yarn-117,1,1,0.06
6234,probability,1,1,0.06
6235,fail-hover,1,1,0.06
6236,epoch,1,1,0.06
6237,yarn-3661,1,1,0.06
6238,smp,1,1,0.06
6239,pin,1,1,0.06
6240,assigning,1,1,0.06
6241,receiving,1,1,0.06
6242,parent-queue,1,1,0.06
6243,5/20,1,1,0.06
6244,8/80,1,1,0.06
6245,scarce,1,1,0.06
6246,less-important,1,1,0.06
6247,sensitivity,1,1,0.06
6248,large-container,1,1,0.06
6249,picky,1,1,0.06
6250,queue=service,1,1,0.06
6251,200g,1,1,0.06
6252,reservation-based,1,1,0.06
6253,e2e,1,1,0.06
6254,up-to-date,1,1,0.06
6255,idealallocation,1,1,0.06
6256,guarantee/use/demand,1,1,0.06
6257,restful,1,1,0.06
6258,talked,1,1,0.06
6259,stop-world,1,1,0.06
6260,metrics,1,1,0.06
6261,100x,1,1,0.06
6262,int,1,1,0.06
6263,tl,1,1,0.06
6264,dr,1,1,0.06
6265,surprisingly,1,1,0.06
6266,load-balancing,1,1,0.06
6267,splits,1,1,0.06
6268,re-send,1,1,0.06
6269,comply,1,1,0.06
6270,semantic,1,1,0.06
6271,restrain,1,1,0.06
6272,failing-over,1,1,0.06
6273,idempotency,1,1,0.06
6274,sub-cluster-1,1,1,0.06
6275,sub-cluster-2,1,1,0.06
6276,resends,1,1,0.06
6277,everytime,1,1,0.06
